"Name","Effect.Size","P.Value"
"TRMT6",0.438946093814023,1.46201300528815e-20
"UQCRC1",-0.253954725472335,8.4188516754489e-12
"GMIP",-0.200550922346657,4.86970080932914e-07
"MLF2",-0.0179982843271727,0.692470325468385
"ARHGAP4",0.0426347417373942,0.272672954377168
"SPG21",0.292085873964905,2.50658116716792e-19
"GOLGA3",-0.021797239178523,0.359239486608469
"EFNB1",-0.548215569885438,2.65644324031365e-29
"GLG1",0.260543514203768,5.93003710095691e-14
"DLD",-0.332302654016411,2.63636142871562e-10
"APOH",-0.664772942920462,4.00237859064956e-13
"SPAG7",0.0514491962643311,0.226811273911323
"PSME1",0.0948530514666279,0.0348661589742181
"OSGEP",-0.0828897935193527,0.0145996817980261
"UNC13D",0.0335557678016598,0.406429619480563
"AAAS",0.293601225491845,1.68183733207691e-20
"CBX5",0.223677040696977,4.35645625323418e-05
"PSMD5",-0.124451246923136,7.82027677489477e-08
"NANS",-0.283396204490132,8.50062429268466e-06
"MAPK13",0.326838671920171,2.03033838902979e-12
"BAG6",0.134133997805386,1.64610771426123e-12
"VCL",-1.31484339938323,8.78079101916527e-40
"TMED1",0.207554245779539,3.99140369015306e-09
"PSMD8",0.284766291340378,2.96771527735371e-17
"ATP5F1D",-0.423726385818138,2.99356024467639e-22
"IGFALS",-0.47303418907432,2.29824739736364e-11
"NDUFB7",-0.461221561629303,7.10653757056978e-22
"TECR",0.260194467734872,8.03465418551305e-13
"TIMM13",0.480741431799164,1.23080552612135e-20
"CDC34",0.525117753600209,2.19969664314047e-08
"MISP",0.132531799450388,0.00856921952575865
"SERPIND1",-0.990126879311621,4.75175460150655e-23
"SNAP29",-0.228112907513234,1.44275755600208e-17
"MIF",0.00830649234082062,0.849360862784351
"SF3A1",0.436224889337178,5.3926847387813e-45
"SNRPD3",0.309617801619955,4.88584933813813e-25
"MAPK1",-0.173408534541056,1.46776443590712e-10
"SLC25A1",0.141338664367122,0.000224313677407732
"LGALS1",-1.20575256548935,3.01042018015618e-28
"MICALL1",-0.748148992404593,1.33267013257411e-29
"KDELR3",0.465259442516488,1.17436602284094e-12
"TOMM22",0.314856757274924,2.84781524583535e-21
"RTCB",0.0837294720931572,2.73003094346572e-05
"GTPBP1",0.00632415451294009,0.75768558317967
"PPP6R2",-0.157352694438087,5.31567312364058e-07
"LMF2",0.0410591934288684,0.2065958352189
"HMOX1",-0.257731631205943,3.12713787269219e-09
"NIPSNAP1",0.294070977153335,7.86540001337939e-10
"MCM5",0.664427761778863,9.27870607729207e-29
"TTLL12",0.181080724349432,1.26903979370607e-08
"TXN2",-0.393227802569634,3.65343813642262e-08
"EIF3D",0.106623575121625,1.16826728177645e-05
"ST13",-0.409573134179556,3.34157614183825e-21
"RBX1",-0.067821793541887,0.0297521166943384
"PHF5A",0.382449403614559,1.51038908220596e-39
"ACO2",-0.546932228125041,3.71029504601529e-28
"RIPK3",-0.0970452662858776,0.00756096359845931
"PAPOLA",0.285574987985508,3.3362174085095e-23
"HSP90AA1",0.338726823049539,1.33613033239649e-20
"NID2",-0.515459866131558,1.27169785090146e-18
"SUPT16H",0.5592334853352,1.30366341280626e-40
"FKBP3",0.176131812629264,5.69614701764555e-09
"PYGL",-0.1640146607403,0.00582133158077575
"GNPNAT1",0.0989906278585572,0.0629781306247376
"ATP6V1D",-0.0860609847646284,0.00139099766254916
"PSMA3",0.197384089156601,4.90997945931346e-10
"AHSA1",0.218147995856547,1.24201268943331e-14
"SPTLC2",0.23969476808502,2.61209631050042e-11
"CHGA",-2.39680469002723,3.06634218666174e-59
"DHRS7",-0.0538045542117541,0.145209717506283
"EIF5",0.0768501988084903,0.0092986104701277
"VRK1",0.546430443248337,6.4583021616099e-30
"APEX1",0.298362127870121,5.97784103362638e-16
"SRP54",0.19913282135247,9.50846081573703e-15
"PCK2",-0.0659214130213342,0.267693557126085
"PSME2",0.264131557982093,5.16670901760243e-08
"PNN",0.473994792303618,6.61786381663277e-47
"RABGGTA",-0.0899042341833171,5.2113568906784e-05
"PTPRA",-0.227530652180305,1.70374275345685e-11
"NSFL1C",-0.211660174394204,6.79595038806361e-07
"PYGB",-0.435398405547827,1.97321088735298e-12
"PROCR",-0.558873633346988,5.08708870624857e-23
"CSTF1",0.40211311716661,4.30324654844549e-39
"TPD52L2",0.224317934493605,5.96599332724234e-09
"CTSZ",-0.369251064276342,3.02003313544124e-05
"C20orf27",-0.297537247400756,6.26956682568165e-08
"CSNK2A1",0.286022683062551,4.08730663764448e-09
"FERMT1",0.69967133549864,1.81604245383047e-27
"CHMP4B",0.17832817363555,2.73180400732456e-05
"LBP",-0.363972834066954,0.000113594756882592
"AHCY",0.254302314901251,2.71370862068971e-05
"ACOT8",0.311075291665676,6.3059928514364e-10
"APMAP",0.321359990956836,3.92354457189504e-15
"TXNL1",-0.368918026598874,5.58210229452742e-10
"IDH3G",-0.131786153074836,2.48747311910927e-06
"MXRA5",0.923990385345739,5.12421028152662e-31
"PSMD10",-0.181324632308918,2.57649593508851e-07
"PGRMC1",-0.0543118107812729,0.150693863769274
"WDR13",-0.258260460899226,1.08290595395184e-14
"STAG2",0.205142093352899,1.66522266481113e-10
"F9",-0.264040288306664,0.000152082997675863
"PQBP1",0.447235662539994,1.07935069681547e-30
"RP2",0.200846711287798,5.00881037310757e-11
"HTATSF1",0.37726894035081,4.93808168054757e-20
"TIMP1",0.934229146553802,1.14357840589386e-28
"MAGED2",0.299742527935079,7.27481183821198e-12
"GLA",0.0153875307748956,0.823257954759233
"OLFM4",0.871058833156294,3.95064303390156e-06
"MMP2",0.266558200934259,1.71452146042511e-05
"CORO1A",0.239338145831645,9.27173589237324e-05
"NUTF2",-0.134117478652649,0.00316296621302738
"DHODH",0.115573848519236,0.00360626924745753
"POLR2C",0.226737382345105,9.13794042731161e-25
"NME3",-0.190341464495896,8.65916869826304e-09
"PSMD7",0.218250939858716,5.69002012728354e-22
"CMC2",0.284385547463082,3.50493256849952e-09
"MPG",0.225355260244501,5.50391161986049e-11
"USP10",0.160878225381546,2.01975126889664e-12
"DECR2",0.206076704204351,7.1112011656497e-05
"STUB1",-0.0724915199462751,0.0252718452346094
"HMOX2",0.330868075260177,2.2248998068341e-25
"CDIPT",-0.272927447235064,1.40718834142167e-09
"BCKDK",-0.0609577421045414,0.142237744191029
"CSK",0.0508005077402734,0.0749150147747841
"CTSH",0.263701742313829,9.45548560213656e-05
"EHD4",-0.239334365581477,4.79225302956305e-14
"DNAJC17",0.148223309904746,4.31328358100861e-06
"VPS18",-0.114962209938246,6.47878403171375e-07
"FDFT1",0.354544541801479,3.9578182059839e-07
"AGO2",-0.119479708761887,0.000243348156432175
"PAG1",-0.18577713343986,0.000550233506961318
"DECR1",0.0268065800879205,0.613447283779015
"GDAP1",-0.4144349033872,6.43436999518428e-15
"EIF3E",0.224993923890022,2.90403027131946e-21
"EMC2",0.070221070417331,0.00191604944831437
"UBR5",0.370927885119999,1.80051351826703e-32
"DCTN6",-0.424228260908852,3.40460286898364e-26
"GSR",-0.307764847408612,7.60391614384248e-14
"PPP2CB",-0.335103056973854,1.67499934387165e-08
"CNOT3",0.164150050273151,3.50325697703895e-14
"EXOSC5",0.345176278279984,1.84709540862279e-11
"PNPLA6",-0.0807528355620065,0.000206439371421546
"PAF1",0.417247755590236,1.05435159165686e-35
"STXBP2",0.305018863149425,3.36315153492813e-18
"ECH1",-0.417587218867729,9.97887726027425e-13
"HNRNPL",0.409804744319253,2.70936755538278e-42
"SARS2",-0.167959302453544,0.000155760859126067
"FCGRT",-0.633707817575231,4.62205512764442e-35
"SF3A2",0.475676380455644,1.10349714147612e-37
"TBC1D17",-0.408269307674784,3.44256662485405e-26
"SGTA",0.176996562507143,2.06313677829968e-09
"FBL",0.58596043217768,4.75601595090974e-40
"CLC",-0.454083839931127,3.77216050401578e-05
"TBCB",-0.273229658135743,4.32038324639415e-09
"DMAC2",0.15565257788974,0.00217071892334559
"PLIN3",0.147302164920943,1.4038363516145e-08
"CEACAM5",0.902655757563364,2.92121186089609e-17
"CDC37",0.284001091657213,1.69998144368165e-19
"RAB3D",0.344917578996009,1.94813383794782e-08
"GCDH",-0.1252588044822,0.000112266405612964
"DNASE2",0.428013120317126,1.35907837300106e-10
"RPL18A",0.350431223354995,5.66758410443587e-19
"FKBP8",-0.056901007051131,0.0301477886812958
"GSK3A",-0.301641056672839,2.02289260979739e-17
"PON1",-0.773127460438946,4.59035761634431e-19
"LAMB1",-0.597655543581942,1.4624219221808e-21
"GTPBP10",0.467197815186895,4.03858820381143e-15
"NAMPT",0.781746243377057,1.03671732066794e-35
"OGDH",-0.413353446982597,2.27500337826092e-26
"CAV2",-1.50458727971106,2.41315500696645e-44
"ABHD11",0.243543089879771,9.52734000916348e-06
"PDAP1",0.20240542650673,7.04582902454542e-07
"BUD31",0.536312415723726,2.53450879870955e-46
"SNX8",0.128896094072402,1.72892250991288e-05
"WASL",-0.157506504896799,1.85349674567464e-09
"AIMP2",0.346668916442555,2.72666657121641e-36
"PCOLCE",0.0134540687458963,0.827555150047274
"RBM28",0.91330970420248,1.6163740451156e-63
"PLOD3",0.50964351668021,1.54098921291193e-43
"RPA3",0.146163817702129,0.00658076346040951
"FIS1",0.0605300198641815,0.338144695539042
"NRF1",0.095638391717941,0.000692604192318659
"RARRES2",-0.553584335043171,1.74423473927329e-24
"AEBP1",0.360866407911757,1.07740332265126e-06
"YKT6",0.109796400820193,3.30808515505813e-08
"CLIP2",-0.0622166300024705,0.0165171462125252
"PTGS1",-1.41908765522077,2.03398871864522e-51
"CHMP5",-0.076693933979385,0.00397981985288093
"SEC61B",0.327684721303474,2.27514768663938e-15
"PLGRKT",0.074847998994742,0.164998774028936
"EDF1",0.271114165921587,3.77258028426074e-14
"VIM",-0.414163587441507,1.5016031973471e-17
"ACTA2",-0.728513231504658,9.92868441899395e-14
"PITRM1",0.2748698628265,1.98128466542073e-12
"PPIF",0.205614009806964,1.76964587725028e-07
"MPO",0.802512909294378,2.31637360557171e-12
"UTP18",0.495155736421434,2.62534349666598e-32
"EPX",-0.375756381914048,3.52465382907316e-05
"NUFIP2",0.483162201034346,9.30659577610582e-39
"GIT1",0.101097545066587,8.32250691948471e-07
"RPL19",0.35078564938617,1.57398576183794e-12
"TAX1BP3",-0.201910677407181,3.13300240134686e-10
"CBX1",-0.0742994987503316,0.0849012742208451
"GALK1",0.0459837396214692,0.0669630228110521
"PFN1",-0.612321565002285,4.53516749205684e-20
"SLC25A11",-0.293490516901988,9.48724650556191e-17
"C1QBP",0.247533049219481,7.08545652659203e-09
"CPD",0.290797995950994,1.50176648106224e-08
"GOSR1",0.212319528609821,1.23185758085161e-09
"CCDC47",0.143105237543472,1.92035157467124e-08
"DRG2",-0.22834786778264,5.10293006700053e-17
"SYNGR2",0.312537864821511,1.98851278881748e-10
"DDX5",0.694133470606994,4.60111450225186e-53
"NAGLU",-0.0383950207865928,0.469851390225966
"ABI3",-0.223903993353603,3.21428254298748e-10
"COL1A1",-1.06065418642716,2.45663526439695e-26
"MRPL27",0.328909923877261,3.86884028992329e-14
"LRRC59",0.554572777089589,4.76302864601681e-29
"DUSP3",-0.766335929207656,2.13476656426509e-23
"VTN",-0.356269540556449,7.23213107095608e-05
"ALDOC",-0.0192000399588974,0.549865865074533
"CD38",-0.0451239202350871,0.492046645970831
"LAP3",0.142646787418394,0.0302133144853091
"AFM",-1.01464311955912,3.46354244587044e-28
"NFKB1",-0.0853662941404869,2.60912656699401e-05
"WFS1",-0.334503695264214,1.11174586138612e-08
"GAR1",0.862793221526296,6.86065723205881e-35
"FRG1",0.249284389436684,5.43109408436768e-16
"CRYAB",-2.00416748370707,4.9486936465207e-52
"CTSC",-0.452267711115535,8.30238892717713e-10
"ZPR1",0.136052534213646,0.000391763475404584
"HSPA8",0.261273012960467,3.97236665811341e-28
"CCDC86",0.820324192740496,4.11255185446145e-48
"PRPF19",0.473700098277074,1.90630857034669e-45
"TMEM109",0.00152908856205082,0.963879307217693
"APOC3",-0.659107985329064,1.4405550995234e-10
"PDHX",-0.0916594248942395,0.00374766526223035
"C11orf58",0.248771388931695,2.49651507967699e-08
"YBX3",0.169942695925371,1.15950807202958e-06
"POLR3B",0.315570716462686,3.64405048667756e-09
"MLEC",0.481801619861556,7.20633261599924e-23
"MVK",-0.0354860199258714,0.407831842639069
"LTA4H",-0.170457170433456,2.90048826305938e-09
"ARPC3",0.12472078671153,0.000118941662127644
"CDKN1B",-0.503186921744417,4.97533443321534e-14
"OAS3",0.717357280854434,1.01139270074291e-31
"MGP",-1.11879499024481,7.45157909068009e-21
"ARHGDIB",0.0590712184796815,0.529716979663408
"NUP107",0.289530230118504,1.52356783137595e-39
"CNOT2",0.0857208909916659,0.00511095399316502
"KRR1",0.656597636814008,3.62438347679132e-45
"MRPL51",0.323293515652144,5.34526611980728e-11
"GAPDH",-0.353954535298598,2.18658066415322e-15
"COPS7A",-0.38074816893408,1.6250772045408e-29
"TPI1",-0.394524068042522,0.000445365464401682
"ENO2",-1.29826751866254,5.34557526029755e-35
"LDHB",-0.355291193526184,6.81509617725514e-09
"PRKAB1",-0.136688897293765,0.00577347132282609
"CMAS",-0.123592294884316,0.0120695670942737
"RAB35",-0.148279254240897,3.93249405947055e-09
"COX6A1",-0.348935285657773,8.99859194355539e-10
"SRSF9",0.636446392418596,1.74547950779126e-46
"NFYA",0.0220198005292311,0.591017412462613
"TMEM14C",-0.0981653670797584,0.0335164231489081
"ASF1A",0.121614693059044,0.00395344376865253
"HINT3",-0.176104922308147,4.98320770337348e-07
"MAPK14",0.107615699020215,1.14764361181926e-05
"STK38",-0.041716530039716,0.134828466555865
"CAP2",-1.58061782466291,2.18948277280765e-43
"ACOT13",-0.147258058326748,0.00682319159385522
"RPS12",0.43796159330864,5.36673003269265e-38
"SNX3",-0.102418487213133,0.000261828320905371
"BYSL",0.640444714451362,4.6569094581362e-53
"PTK7",0.390326710480739,6.03286978326881e-14
"DNPH1",-0.37929088301043,1.01146554206017e-12
"EXOC2",-0.0596610837695648,0.00502595912923369
"TMEM30A",-0.00220676316624539,0.954600915258793
"MEP1A",-0.467916093839491,5.33672614210234e-08
"MTREX",0.38321613709954,4.61654611678207e-39
"CD74",0.036419380415063,0.66445595888089
"HARS2",0.166904271992633,6.64744600490736e-05
"DAP",0.242294384797626,2.40646113052961e-06
"SPARC",0.43990592028424,4.32671668723563e-15
"THG1L",-0.188456559817729,1.30216816517178e-05
"TTC1",-0.0459503202130386,0.135765615758854
"LNPEP",-0.255090711349913,3.98208914902369e-21
"SKP1",-0.0531916114435454,0.0569182773739834
"NUP155",0.318077089206669,3.87144127817243e-41
"TRAPPC13",-0.200333366744014,8.0693759539502e-10
"RARS1",0.283238570290244,1.4670875456123e-28
"EHHADH",-0.319813660327378,3.59805712962171e-08
"CRBN",-0.19718170789598,1.61059723189381e-07
"HRG",-0.521399156665304,8.62709007050088e-13
"GNB4",-0.742776490991189,6.40130111248148e-31
"UMPS",0.409631078839696,3.86850810353834e-28
"RRP9",0.727716865303776,1.83264996026133e-53
"WDFY1",0.257764704503421,3.93873871473841e-17
"EIF2AK2",0.429667756218702,9.17489738977392e-31
"CPS1",-0.20526440916003,0.264446441615883
"DDX1",0.0618473420865585,0.00229014020428444
"HEATR5B",-0.0379300393977404,0.0717854228480528
"MDH1",-0.916093799687004,1.48960043592021e-53
"TMSB10",0.226970118211195,0.0178803290191805
"NCK2",-0.362948805613911,2.84984527324347e-26
"NDUFS1",-0.57136337287256,8.84271420943948e-35
"APOB",-0.749149142384171,2.35399414391784e-17
"SF3B6",0.564330794099219,5.0543279677209e-46
"MPV17",-0.15845274665494,0.0014114692059447
"EIF2B4",0.0013810424766251,0.94633592700669
"NRBP1",0.0177172466593188,0.586546352075181
"SNX17",-0.361574641685889,1.01682868380239e-24
"REEP6",0.830461069077725,1.56952187950038e-11
"NDUFS7",-0.394869614601666,1.53582004693373e-16
"DOK1",-0.0355653699177904,0.362678474914904
"LANCL1",-0.786913139420145,5.38001005653618e-37
"IGFBP2",-0.660839006708295,1.75574789346481e-10
"IGFBP5",-0.114608871291096,0.0809202245853085
"HSPE1",0.601826832617977,2.03909750674082e-15
"AZU1",0.571888824480755,2.32424012730608e-08
"PPP1R7",-0.303050312723067,7.60108323693027e-24
"GORASP2",0.144059136722815,3.94882777161157e-08
"CEBPZ",0.639994638341835,1.25828333006592e-49
"SLC1A4",0.199241734704777,5.53322736496432e-06
"COX7A2L",-0.237567290053809,0.000152030658075456
"PLEK",-0.0390450305578844,0.449507024968541
"PRTN3",0.729182141120019,2.14386490946743e-11
"MSH6",0.499901251583475,1.88815693753791e-29
"SPR",-0.0436522272784997,0.298940108698295
"ENO1",0.097345570468449,0.00419097474371959
"SARS1",-0.215254306538238,4.97645899678987e-08
"CLCA1",-1.88156392741483,7.12113352697494e-35
"TMEM59",-0.207493750436036,0.00428030659359687
"WDR77",-0.0444370558177671,0.153255895456692
"MFN2",-0.218052920844441,8.81814488742934e-16
"WARS2",0.0699096556025052,0.115562930459003
"AKR7A2",-0.562714501244776,9.9885289133505e-40
"RAB29",0.0246089861360335,0.574755894973277
"EBNA1BP2",0.724307299663351,3.21147002161769e-61
"SYF2",0.074249536807015,0.0389765889356383
"APOA1",-0.981259085823341,5.00994119245648e-23
"EEF1B2",0.481491999675775,7.67479733441801e-33
"ATIC",0.13663827701869,0.000119273499444
"FASTKD2",0.28933035843254,1.37923296337391e-14
"CREB1",-0.177666300319965,7.78651778243289e-07
"TTR",-0.790329106492308,2.709880042734e-20
"FBXO30",-0.603026020922005,1.03783825600019e-29
"RPN2",0.214697133426161,5.77284265276572e-11
"STBD1",-0.636243866193005,2.40334023582635e-36
"LDAH",0.111643340751321,0.00125433935768098
"GLRX",-0.0240300943316005,0.61933032283003
"NDUFB3",-0.389954390253024,3.84213580825754e-17
"GDA",0.0971725878261354,0.271362330694678
"YWHAQ",-0.122353435306346,0.000232906516774978
"CPSF3",0.351075784426875,3.94542600406711e-32
"FKBP15",0.120802596024659,2.38018680995999e-09
"HDHD3",0.00289589838969342,0.950195348473938
"VPS4B",-0.327188516632383,1.35240771142046e-29
"NEK9",-0.316549723466442,4.10176973449706e-25
"ACYP1",-0.463859203165663,2.22435152819465e-21
"SLIRP",0.412403892104732,3.12824236639208e-15
"TP53I3",-0.338593676406205,2.30298120526077e-11
"TMEM214",0.486035905666376,1.19582812412778e-35
"FAM98A",0.144744067666804,2.87647511353551e-06
"YIPF4",0.314052272634255,2.89488858330327e-13
"PDZD11",0.0588195806690324,0.0462429346525901
"NUDCD1",0.489232422699875,4.32945986245977e-30
"UFM1",0.254994028151719,3.26584339716999e-09
"ALG5",0.349749709897771,9.74955018490037e-18
"PFN2",-1.20404856005747,1.93594974902242e-28
"WASHC3",0.0950841743321612,3.44367834733765e-05
"SLC39A14",0.162380728951456,0.00010623367761221
"SORBS3",-0.528654878877611,1.69730128198882e-26
"TARDBP",0.311320297216849,6.5874037089677e-15
"RDH10",0.242215074597733,7.39878817124316e-06
"LUC7L3",0.495916859715746,1.8108524557576e-46
"COIL",0.190805959393313,0.000120665884491544
"NCAPH",0.639780805194174,4.34558666599157e-12
"PLBD1",0.5582823132344,9.04881557214068e-15
"TFG",-0.0281409671609241,0.216316333312716
"NAA50",0.35720149109142,4.53360085725541e-29
"GSTM2",-1.74616850707017,2.5107123750817e-65
"MRPS2",0.435343396853676,5.79687326659399e-23
"COPA",0.201542160101094,1.20058986649736e-11
"SCRN1",-0.726303316728232,3.27745600876665e-30
"FKBP9",0.767678140747573,5.29575180525135e-40
"ZC3HAV1",0.153445165018293,6.34183728535493e-18
"DYNLL1",-0.121488432442645,4.63094554027139e-05
"ACADS",-0.938799796866559,6.50604899298233e-38
"DDX39A",0.472662511663736,3.0134963677466e-27
"PKN1",-0.0365173766804117,0.243939292676304
"TRIR",0.553077572731964,3.93909277927744e-28
"ADGRE5",0.16802571647288,2.50484850928292e-10
"ZC3H13",0.303946022894374,2.77595397984165e-18
"LRP1",-0.210736806672684,3.7812839941531e-09
"FAAH",-0.363556219336127,8.45502233182355e-09
"SEC61A1",0.331971491317926,6.80561419962742e-18
"RIF1",0.242393326609135,2.21244737273192e-08
"NMI",0.101113229532456,0.00951105352027642
"EXOSC9",0.351619912195444,2.25619078104233e-19
"SNRPA",0.285240972884745,2.83290650325117e-24
"C4BPB",-0.312666384635974,0.000574530798714924
"ATP5F1E",-0.374352780921323,1.0118826317753e-13
"PLCG1",0.121971162246154,4.63180798203922e-05
"RAB22A",0.178596936361482,2.34657047335133e-06
"PTGIS",-0.739616850908794,1.01326177804505e-16
"MOCS3",0.150793727370807,0.000264364136668233
"RNF114",0.454071575334423,1.4889793326548e-24
"PEPD",-0.294162216367473,2.36694441654784e-05
"MCEE",-0.311393015734108,1.18334830424451e-07
"MPHOSPH10",0.78185408800357,2.35235030700143e-58
"LIPE",-0.743241049593619,3.35872766235645e-11
"SNRPC",0.519802018841062,4.78315070691698e-48
"H1-3",0.168532561274005,0.0596514384727416
"AARS2",-0.0162082627591422,0.530390258948433
"COL21A1",-2.030987305312,1.48200641424995e-54
"SSR1",0.468501363365427,6.27260824292771e-27
"EMC3",0.151546921766326,6.40987800054513e-07
"GOT2",0.145839710606443,0.000941707631868356
"UPF3B",0.24563875786857,1.87453111789375e-16
"RPS29",0.447719366552144,1.36476172385877e-17
"MRPS7",0.377033433389459,9.32756415487249e-16
"NUP85",0.266023641388762,2.93432141720571e-32
"NT5C",-0.435948122012082,1.07779164850353e-31
"CLPP",0.306847510243313,1.28087938539316e-13
"THOC2",0.323131126787501,1.41287658634372e-33
"C3",-0.850180949748367,5.14994896015643e-23
"RTN2",-0.785301498497806,3.00633498160636e-30
"EML2",-0.301718944544363,2.83325701075443e-15
"VASP",-0.242738969285213,3.58819667838531e-13
"SYMPK",0.370969173099821,1.06510145586102e-42
"TMX4",-0.314549069770104,2.39978142199573e-14
"RRBP1",0.304315682694944,3.98041862236326e-13
"DSTN",-1.37007672049074,1.65824031435729e-37
"SNRPB2",0.498586980192046,9.67308072031066e-42
"NCLN",0.252732365387522,2.91248212574373e-24
"PITHD1",-0.471018682073201,5.71090036981165e-18
"RALY",0.618635891759052,1.81834548088104e-31
"UROD",-0.206575295978831,0.000193330875185086
"CAPNS1",-0.380193597138675,5.82619035296261e-31
"UBA2",0.420491963366575,1.05109189905317e-28
"RRAS",-1.42647631196169,8.46236111954563e-44
"SBDS",-0.243174712943735,1.50547294357721e-07
"TRAP1",0.57142577411308,1.06366718463707e-35
"SUGP1",0.307262651731283,3.25680856932593e-18
"DDX49",0.557150571432598,3.98587742502055e-17
"SDF2",0.283442930732775,3.23631340743492e-08
"CFP",-0.302932644668839,1.91995978785043e-05
"L3HYPDH",-0.26703469527656,8.78116656723553e-07
"HSPA2",-1.49650895243663,1.35847201818605e-38
"CANX",0.289444960951431,5.54056298955356e-18
"PYCARD",0.19098161336013,0.000267831069088429
"COX7C",-0.0976188237537794,0.189240856402731
"PHPT1",-0.619356501579877,2.91580170248676e-14
"TRAF2",0.185121340330585,1.79086912975664e-08
"TSPAN8",-0.0567037579754927,0.490794650437036
"NDUFB2",-0.330093407773761,3.66599419323922e-11
